company_name,company_country,company_employees,company_website,address name,city,location type,file_name
AZUGA. INC.,California(CA)|UNITED STATES,1801,https://www.info-clipper.com/en/company/united-states/azuga-inc.usdlqb1j.html,42840 CHRISTY ST STE 205,FREMONT,Headquarter,wissel_aziende_info_clipper
HIGHLAND DISTILLERS GROUP LIMITED,UNITED KINGDOM|UNITED KINGDOM,1802|The Edrington Group,https://www.info-clipper.com/en/company/united-kingdom/highland-distillers-group-limited.gbd3jnjb4.html,West Kinfauns Kinfauns,PERTH,,wissel_aziende_info_clipper
CENTRO RECUPERI E SERVIZI SRL,ITALY|ITALY,1803,https://www.info-clipper.com/en/company/italy/centro-recuperi-e-servizi-srl.itd754dut.html,VIA CAVALIER VIRGILIO TEDESCHI 17,SETTIMO TORINESE,Headquarter,wissel_aziende_info_clipper
1-800-FLOWERS.COM. INC.,New York(NY)|UNITED STATES,1804|1-800-FLOWERS.COM,https://www.info-clipper.com/en/company/united-states/1-800-flowerscom-inc.usdddnn4j.html,2 JERICHO PLZ STE 200,JERICHO,Headquarter,wissel_aziende_info_clipper
EDRINGTON DISTILLERS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1805|Edrington,https://www.info-clipper.com/en/company/united-kingdom/edrington-distillers-limited.gbd3jnuzf.html,100 Queen Street,GLASGOW,,wissel_aziende_info_clipper
DS SMITH PACKAGING ITALIA SPA,ITALY|ITALY,1806,https://www.info-clipper.com/en/company/italy/ds-smith-packaging-italia-spa.itd73k162.html,VIA TORRI BIANCHE 24,VIMERCATE (EDIFICIO PLATANO ),Headquarter,wissel_aziende_info_clipper
KINETIK HOLDINGS INC.,Texas(TX)|UNITED STATES,1807,https://www.info-clipper.com/en/company/united-states/kinetik-holdings-inc.usd1bz7t0.html,2700 POST OAK BLVD STE 300,HOUSTON,Headquarter,wissel_aziende_info_clipper
THOMAS LOWNDES & CO. LIMITED,UNITED KINGDOM|UNITED KINGDOM,1808|BEAM SUNTORY,https://www.info-clipper.com/en/company/united-kingdom/thomas-lowndes-co-limited.gbd4rnvag.html,2 Longwalk Road Road,UXBRIDGE,,wissel_aziende_info_clipper
MONDI ITALIA SRL,ITALY|ITALY,1809,https://www.info-clipper.com/en/company/italy/mondi-italia-srl.itd75xvcp.html,VIA BALILLA 32,ROMANO DI LOMBARDIA,Headquarter,wissel_aziende_info_clipper
FEDERATED INVESTMENT MANAGEMENT COMPANY,Pennsylvania(PA)|UNITED STATES,1810,https://www.info-clipper.com/en/company/united-states/federated-investment-management-company.usddng08p.html,1001 LIBERTY AVE,PITTSBURGH,Headquarter,wissel_aziende_info_clipper
BEAM SUNTORY UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1811,https://www.info-clipper.com/en/company/united-kingdom/beam-suntory-uk-limited.gbd5r50ye.html,2 Longwalk Road Road,UXBRIDGE,Headquarter,wissel_aziende_info_clipper
BARRYWEHMILLER PACKAGING SYSTEMS ITALIA SRL IN SIGLA BW PACKAGING SYSTEMS ITALIA SRL,ITALY|ITALY,1812,https://www.info-clipper.com/en/company/italy/barrywehmiller-packaging-systems-italia-srl-in-sigla-bw-packaging-systems-italia-srl.itd5lobr5.html,VIA TRIESTE 53,MESTRINO,Headquarter,wissel_aziende_info_clipper
FEDERATED HERMES. INC.,Pennsylvania(PA)|UNITED STATES,1813,https://www.info-clipper.com/en/company/united-states/federated-hermes-inc.usdsp1yk.html,1001 LIBERTY AVE,PITTSBURGH,Headquarter,wissel_aziende_info_clipper
BEAM GLOBAL INTERNATIONAL LIMITED,UNITED KINGDOM|UNITED KINGDOM,1814|BEAM SUNTORY,https://www.info-clipper.com/en/company/united-kingdom/beam-global-international-limited.gbd3oll7u.html,Springburn Bond Carlisle Street,GLASGOW,,wissel_aziende_info_clipper
BALL BEVERAGE PACKAGING ITALIA SRL,ITALY|ITALY,1815,https://www.info-clipper.com/en/company/italy/ball-beverage-packaging-italia-srl.itd73ma7t.html,VIA MOLINO DI SOPRA 64,NOGARA,Single address,wissel_aziende_info_clipper
FEDERATED INVESTMENT COUNSELING,Pennsylvania(PA)|UNITED STATES,1816,https://www.info-clipper.com/en/company/united-states/federated-investment-counseling.usdd36szm.html,FEDERATED INVESTORS TOWER,PITTSBURGH,Single address,wissel_aziende_info_clipper
KINGFISHER INTERNATIONAL HOLDINGS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1817|Screw Fix,https://www.info-clipper.com/en/company/united-kingdom/kingfisher-international-holdings-limited.gbdcmy9xq.html,Prospect Drive Britannia Enterprise Park,LICHFIELD,,wissel_aziende_info_clipper
SISECAM FLAT GLASS SOUTH ITALY SRL,ITALY|ITALY,1818,https://www.info-clipper.com/en/company/italy/sisecam-flat-glass-south-italy-srl.itd79e7fg.html,STRADA STATALE 89 0SNC,MONTE SANT'ANGELO (MACCHIA ),Single address,wissel_aziende_info_clipper
STEIN ROE INVESTMENT COUNSEL. INC.,Illinois(IL)|UNITED STATES,1819,https://www.info-clipper.com/en/company/united-states/stein-roe-investment-counsel-inc.usd4s4lq.html,181 W MADISON ST STE 3600,CHICAGO,Headquarter,wissel_aziende_info_clipper
SCREWFIX DIRECT LIMITED,UNITED KINGDOM|UNITED KINGDOM,1820|SCREWFIX,https://www.info-clipper.com/en/company/united-kingdom/screwfix-direct-limited.gbdcul41i.html,TRADE HOUSE MEAD AVENUE,YEOVIL,,wissel_aziende_info_clipper
BONATTI SPA,ITALY|ITALY,1821,https://www.info-clipper.com/en/company/italy/bonatti-spa.itd73kl4j.html,VIA ALFRED BERNHARD NOBEL 2/A,PARMA,Headquarter,wissel_aziende_info_clipper
BLOCK. INC.,California(CA)|UNITED STATES,1822,https://www.info-clipper.com/en/company/united-states/block-inc.usdfxqp5y.html,1455 MARKET ST STE 600,SAN FRANCISCO,Headquarter,wissel_aziende_info_clipper
FEDERAL-MOGUL COVENTRY LIMITED,UNITED KINGDOM|UNITED KINGDOM,1823,https://www.info-clipper.com/en/company/united-kingdom/federal-mogul-coventry-limited.gbd3lulj0.html,Suite 11a Manchester International Office Centre. Styal Road,MANCHESTER,Single address,wissel_aziende_info_clipper
CELERITAS INSURANCE BROKERS SRL,ITALY|ITALY,1824,https://www.info-clipper.com/en/company/italy/celeritas-insurance-brokers-srl.itd5lk1m5.html,PIAZZA DELLE MUSE 7,ROMA,Headquarter,wissel_aziende_info_clipper
NETCRACKER TECHNOLOGY CORPORATION,Massachusetts(MA)|UNITED STATES,1825,https://www.info-clipper.com/en/company/united-states/netcracker-technology-corporation.usde1ij59.html,95 SAWYER RD UNIVERSITY OFFICE PARK III,WALTHAM,Headquarter,wissel_aziende_info_clipper
SIR JOSEPH ISHERWOOD LIMITED,UNITED KINGDOM|UNITED KINGDOM,1826,https://www.info-clipper.com/en/company/united-kingdom/sir-joseph-isherwood-limited.gbd5r7w0s.html,Centre For Advanced Industry Coble Dene,NORTH SHIELDS,Single address,wissel_aziende_info_clipper
AON SPA INSURANCE & REINSURANCE BROKERS,ITALY|ITALY,1827,https://www.info-clipper.com/en/company/italy/aon-spa-insurance-reinsurance-brokers.itd7e2inc.html,VIA ERNESTO CALINDRI 6,MILANO,Headquarter,wissel_aziende_info_clipper
CK FRANCHISING. INC.,California(CA)|UNITED STATES,1828,https://www.info-clipper.com/en/company/united-states/ck-franchising-inc.usd1z1j1k.html,1 PARK PLZ STE 300,IRVINE,Headquarter,wissel_aziende_info_clipper
SOFTBANK GROUP CAPITAL LIMITED,UNITED KINGDOM|UNITED KINGDOM,1829,https://www.info-clipper.com/en/company/united-kingdom/softbank-group-capital-limited.gbd3nhktw.html,69 Grosvenor Street,LONDON,Headquarter,wissel_aziende_info_clipper
BRIDGE INSURANCE BROKER SRL,ITALY|ITALY,1830,https://www.info-clipper.com/en/company/italy/bridge-insurance-broker-srl.itd5mc3z9.html,VIA DEL BRENNERO 358,LUCCA,Headquarter,wissel_aziende_info_clipper
PS HOLDCO. LLC,Alabama(AL)|UNITED STATES,1831,https://www.info-clipper.com/en/company/united-states/ps-holdco-llc.usd1cfxm8.html,1810 AVE C,BIRMINGHAM,Headquarter,wissel_aziende_info_clipper
SB INVESTMENT ADVISERS (UK) LIMITED,UNITED KINGDOM|UNITED KINGDOM,1832,https://www.info-clipper.com/en/company/united-kingdom/sb-investment-advisers-limited.gbd3ob7q9.html,69 Grosvenor Street,LONDON,Headquarter,wissel_aziende_info_clipper
MERKURWIN SRL,ITALY|ITALY,1833,https://www.info-clipper.com/en/company/italy/merkurwin-srl.itd74n2vd.html,VIALE BRIANZA 20,CINISELLO BALSAMO,Single address,wissel_aziende_info_clipper
BLOCK USA,Alabama(AL)|UNITED STATES,1834,https://www.info-clipper.com/en/company/united-states/block-usa.usdej27w4.html,715 TWITCHELL RD,DOTHAN,Headquarter,wissel_aziende_info_clipper
SOFTBANK ROBOTICS UK LTD,UNITED KINGDOM|UNITED KINGDOM,1835,https://www.info-clipper.com/en/company/united-kingdom/softbank-robotics-uk-ltd.gbd3q6l57.html,30 Old Bailey,LONDON,Headquarter,wissel_aziende_info_clipper
FINNAT FIDUCIARIA SPA,ITALY|ITALY,1836,https://www.info-clipper.com/en/company/italy/finnat-fiduciaria-spa.itd79lwvx.html,PIAZZA DEL GESU' 49,ROMA,Headquarter,wissel_aziende_info_clipper
AURORA CAPITAL PARTNERS. L.P.,California(CA)|UNITED STATES,1837,https://www.info-clipper.com/en/company/united-states/aurora-capital-partners-lp.usd97770r.html,11611 SAN VICENTE BLVD STE 800,LOS ANGELES,Headquarter,wissel_aziende_info_clipper
MIDASPLAYER.COM LTD.,UNITED KINGDOM|UNITED KINGDOM,1838|KING,https://www.info-clipper.com/en/company/united-kingdom/midasplayercom-ltd.gbdc469n2.html,Ampersand Building 178 Wardour Street,LONDON,,wissel_aziende_info_clipper
GRUPPO LACTALIS ITALIA SRL,ITALY|ITALY,1839,https://www.info-clipper.com/en/company/italy/gruppo-lactalis-italia-srl.itd698tph.html,VIA FLAVIO GIOIA 8,MILANO,Headquarter,wissel_aziende_info_clipper
KALLIDUS. INC.,California(CA)|UNITED STATES,1840,https://www.info-clipper.com/en/company/united-states/kallidus-inc.usd2ym4q4.html,555 MISSION ST.. SUITE 1950,SAN FRANCISCO,Single address,wissel_aziende_info_clipper
JOHN K.KING & SONS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1841|Kings,https://www.info-clipper.com/en/company/united-kingdom/john-kking-sons-limited.gbd3knnbb.html,PO BOX 250,PETERBOROUGH,,wissel_aziende_info_clipper
LACTALIS INGREDIENTS ITALIA SRL,ITALY|ITALY,1842,https://www.info-clipper.com/en/company/italy/lactalis-ingredients-italia-srl.itd785qgw.html,VIA S. QUASIMODO 9,TORRILE (SAN POLO ),Single address,wissel_aziende_info_clipper
WILLIAM MORRIS ENDEAVOR ENTERTAINMENT. LLC,California(CA)|UNITED STATES,1843|WME,https://www.info-clipper.com/en/company/united-states/william-morris-endeavor-entertainment-llc.usd17ms5f.html,9601 WILSHIRE BLVD,BEVERLY HILLS,Headquarter,wissel_aziende_info_clipper
BIO-RAD SERVICES UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1844,https://www.info-clipper.com/en/company/united-kingdom/bio-rad-services-uk-limited.gbd3o6uu8.html,3rd Floor Station Road the Junction,WATFORD,Single address,wissel_aziende_info_clipper
LACTALIS ITALIA SPA,ITALY|ITALY,1845,https://www.info-clipper.com/en/company/italy/lactalis-italia-spa.itd7377hp.html,VIA FLAVIO GIOIA 8,MILANO,Headquarter,wissel_aziende_info_clipper
WME IMG. LLC,California(CA)|UNITED STATES,1846,https://www.info-clipper.com/en/company/united-states/wme-img-llc.usddqs0xz.html,9601 WILSHIRE BLVD,BEVERLY HILLS,Headquarter,wissel_aziende_info_clipper
STATE STREET HCL HOLDINGS (UK) LIMITED,UNITED KINGDOM|UNITED KINGDOM,1847,https://www.info-clipper.com/en/company/united-kingdom/state-street-hcl-holdings-limited.gbd3lvjj9.html,6th Floor 70 Gracechurch Street,LONDON,Headquarter,wissel_aziende_info_clipper
ERMENEGILDO ZEGNA N.V.,ITALY|ITALY,1848,https://www.info-clipper.com/en/company/italy/ermenegildo-zegna-nv.itd73temm.html,VIA ROMA 99/100,VALDILANA ((EX TRIVERO) ),Headquarter,wissel_aziende_info_clipper
DUVALTEX (US). INC.,Maine(ME)|UNITED STATES,1849,https://www.info-clipper.com/en/company/united-states/duvaltex-inc.usdngdh.html,9 OAK ST,GUILFORD,Headquarter,wissel_aziende_info_clipper
AJ BELL MEDIA LIMITED,UNITED KINGDOM|UNITED KINGDOM,1850,https://www.info-clipper.com/en/company/united-kingdom/aj-bell-media-limited.gbd3xc80n.html,49-51 Southwark Bridge Road,LONDON,Single address,wissel_aziende_info_clipper
ALFA PARF GROUP SPA,ITALY|ITALY,1851,https://www.info-clipper.com/en/company/italy/alfa-parf-group-spa.itde6cpdr.html,VIA CISERANO SNC,OSIO SOTTO,Headquarter,wissel_aziende_info_clipper
SONY CORPORATION OF AMERICA,New York(NY)|UNITED STATES,1852|SONY MUSIC ENTERTAINMENT,https://www.info-clipper.com/en/company/united-states/sony-corporation-of-america.usd9yhx3e.html,25 MADISON AVE FL 27,NEW YORK,Headquarter,wissel_aziende_info_clipper
SUBSEA 7 ENGINEERING LIMITED,UNITED KINGDOM|UNITED KINGDOM,1853|SUBSEA 7,https://www.info-clipper.com/en/company/united-kingdom/subsea-7-engineering-limited.gbd5sbbw3.html,40 Brighton Road,SUTTON,,wissel_aziende_info_clipper
GSI LUCCHINI SPA,ITALY|ITALY,1854,https://www.info-clipper.com/en/company/italy/gsi-lucchini-spa.itdaf1yjt.html,LARGO CADUTI SUL LAVORO 21,PIOMBINO,Single address,wissel_aziende_info_clipper
DYNEGY NORTH AMERICA. INC.,Texas(TX)|UNITED STATES,1855,https://www.info-clipper.com/en/company/united-states/dynegy-north-america-inc.usdwezp8.html,1990 POST OAK BLVD STE 1900,HOUSTON,Single address,wissel_aziende_info_clipper
GHO CAPITAL PARTNERS LLP,UNITED KINGDOM|UNITED KINGDOM,1856,https://www.info-clipper.com/en/company/united-kingdom/gho-capital-partners-llp.gbd3mucz7.html,21 St. James's Square,LONDON,Headquarter,wissel_aziende_info_clipper
SHOPIFY COMMERCE ITALY SRL,ITALY|ITALY,1857,https://www.info-clipper.com/en/company/italy/shopify-commerce-italy-srl.itd7b3njq.html,PIAZZA SAN BABILA 1,MILANO,Single address,wissel_aziende_info_clipper
ENGIE RESOURCES LLC,Texas(TX)|UNITED STATES,1858,https://www.info-clipper.com/en/company/united-states/engie-resources-llc.usd1nc8ks.html,1360 POST OAK BLVD STE 400,HOUSTON,Headquarter,wissel_aziende_info_clipper
ALUN GRIFFITHS (CONTRACTORS) LIMITED,UNITED KINGDOM|UNITED KINGDOM,1859,https://www.info-clipper.com/en/company/united-kingdom/alun-griffiths-limited.gbd3rgbyh.html,Waterways House Merthyr Road. Llanfoist,ABERGAVENNY,Headquarter,wissel_aziende_info_clipper
YOOX NET-A-PORTER GROUP SPA,ITALY|ITALY,1860,https://www.info-clipper.com/en/company/italy/yoox-net-a-porter-group-spa.itdau9ufh.html,VIA NERIO NANNETTI 1,ZOLA PREDOSA,Headquarter,wissel_aziende_info_clipper
AIRBUS HELICOPTERS. INC.,Texas(TX)|UNITED STATES,1861,https://www.info-clipper.com/en/company/united-states/airbus-helicopters-inc.usd27vj6x.html,2701 N FORUM DR,GRAND PRAIRIE,Headquarter,wissel_aziende_info_clipper
JOHN MENZIES LIMITED,UNITED KINGDOM|UNITED KINGDOM,1862,https://www.info-clipper.com/en/company/united-kingdom/john-menzies-limited.gbd3jg0qv.html,2 Lochside Avenue,EDINBURGH,Headquarter,wissel_aziende_info_clipper
ACROSS FIDUCIARIA SRL,ITALY|ITALY,1863,https://www.info-clipper.com/en/company/italy/across-fiduciaria-srl.itd7kyxzu.html,VIA PIETRO PALEOCAPA 4,MILANO,Headquarter,wissel_aziende_info_clipper
CYNOSURE. LLC,Massachusetts(MA)|UNITED STATES,1864|SMARTLIPO,https://www.info-clipper.com/en/company/united-states/cynosure-llc.usdcwkx8s.html,5 CARLISLE RD,WESTFORD,Headquarter,wissel_aziende_info_clipper
UNIPART GROUP LIMITED,UNITED KINGDOM|UNITED KINGDOM,1865|Unipart,https://www.info-clipper.com/en/company/united-kingdom/unipart-group-limited.gbd3quzbs.html,3rd Floor Unipart House. Garsington Road. Cowley,OXFORD,,wissel_aziende_info_clipper
FLOWER PHARM SRL,ITALY|ITALY,1866,https://www.info-clipper.com/en/company/italy/flower-pharm-srl.itd79zzmg.html,VIA SPEZIA 20,MILANO,Headquarter,wissel_aziende_info_clipper
INTERPUBLIC GROUP OF COMPANIES. INC.. THE,New York(NY)|UNITED STATES,1867,https://www.info-clipper.com/en/company/united-states/interpublic-group-of-companies-inc-the.usd45q9q.html,909 3RD AVE,NEW YORK,Headquarter,wissel_aziende_info_clipper
UNIPART RAIL LIMITED,UNITED KINGDOM|UNITED KINGDOM,1868,https://www.info-clipper.com/en/company/united-kingdom/unipart-rail-limited.gbdcvq3nj.html,Jupiter Firstpoint. Balby Carr Bank,DONCASTER,Headquarter,wissel_aziende_info_clipper
FLOWER FARM FOOD SRL,ITALY|ITALY,1869,https://www.info-clipper.com/en/company/italy/flower-farm-food-srl.itd7baciy.html,VIA SPEZIA 20,MILANO,Single address,wissel_aziende_info_clipper
R/GA MEDIA GROUP. INC.,New York(NY)|UNITED STATES,1870|INTERPUBLIC GROUP OF COMPANIES,https://www.info-clipper.com/en/company/united-states/rga-media-group-inc.usd1dgc0g.html,450 W 33RD ST 12TH FL,NEW YORK,Headquarter,wissel_aziende_info_clipper
F5 NETWORKS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1871,https://www.info-clipper.com/en/company/united-kingdom/f5-networks-limited.gbd3xtv1k.html,43-47 London Street Chertsey Gate,CHERTSEY,Headquarter,wissel_aziende_info_clipper
KAIROS PARTNERS SGR SPA,ITALY|ITALY,1872,https://www.info-clipper.com/en/company/italy/kairos-partners-sgr-spa.itd72zmpw.html,VIA SAN PROSPERO 2,MILANO,Headquarter,wissel_aziende_info_clipper
DEUTSCH INC.,New York(NY)|UNITED STATES,1873|INTERPUBLIC GROUP OF COMPANIES,https://www.info-clipper.com/en/company/united-states/deutsch-inc.usd18sv5q.html,387 PARK AVE S FL 10,NEW YORK,Headquarter,wissel_aziende_info_clipper
TYCO BUILDING SERVICES PRODUCTS (UK) LIMITED,UNITED KINGDOM|UNITED KINGDOM,1874,https://www.info-clipper.com/en/company/united-kingdom/tyco-building-services-products-limited.gbdcmybwh.html,Tyco Park Grimshaw Lane,MANCHESTER,Headquarter,wissel_aziende_info_clipper
SAGITTA SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY|ITALY,1875|SAGITTA SGR SPA,https://www.info-clipper.com/en/company/italy/sagitta-societa-di-gestione-del-risparmio-spa.itd7a8vih.html,VIA LANZONE 31,MILANO,,wissel_aziende_info_clipper
NEVADA POWER COMPANY,Nevada(NV)|UNITED STATES,1876,https://www.info-clipper.com/en/company/united-states/nevada-power-company.usd45erv.html,6226 W SAHARA AVE,LAS VEGAS,Headquarter,wissel_aziende_info_clipper
ROPER INDUSTRIES LIMITED,UNITED KINGDOM|UNITED KINGDOM,1877|AMOT,https://www.info-clipper.com/en/company/united-kingdom/roper-industries-limited.gbd8d0hju.html,Elton Works Western Way Bury Street,BURY ST. EDMUNDS,,wissel_aziende_info_clipper
RUBICON BIDCO SPA,ITALY|ITALY,1878,https://www.info-clipper.com/en/company/italy/rubicon-bidco-spa.itd7aqugz.html,VIA ALESSANDRO MANZONI 38,MILANO,Headquarter,wissel_aziende_info_clipper
FACTSET RESEARCH SYSTEMS INC.,Connecticut(CT)|UNITED STATES,1879,https://www.info-clipper.com/en/company/united-states/factset-research-systems-inc.usd34ysr2.html,45 GLOVER AVE,NORWALK,Headquarter,wissel_aziende_info_clipper
RÃÆÃ¢â¬âCHLING INDUSTRIAL (UK) LIMITED,UNITED KINGDOM|UNITED KINGDOM,1880,https://www.info-clipper.com/en/company/united-kingdom/rochling-industrial-limited.gbd4wcwv1.html,BOWDEN HEY ROAD CHAPEL-EN-LE-FRITH,HIGH PEAK,Headquarter,wissel_aziende_info_clipper
FREUD SPA,ITALY|ITALY,1881,https://www.info-clipper.com/en/company/italy/freud-spa.itd73i2ce.html,VIA REMIGIO SOLARI 7,PAVIA DI UDINE,Headquarter,wissel_aziende_info_clipper
BITRODE CORPORATION,Missouri(MO)|UNITED STATES,1882,https://www.info-clipper.com/en/company/united-states/bitrode-corporation.usd1bkqub.html,9787 GREEN PARK INDUSTRIAL DR,SAINT LOUIS,Headquarter,wissel_aziende_info_clipper
GS VERDE COMMUNICATIONS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1883,https://www.info-clipper.com/en/company/united-kingdom/gs-verde-communications-limited.gbd3pj85o.html,The Maltings East Tyndall Street,CARDIFF,Single address,wissel_aziende_info_clipper
LEGO SPA,ITALY|ITALY,1884,https://www.info-clipper.com/en/company/italy/lego-spa.itd8i7iat.html,VIA GIOACHINO ROSSINI 1/A,LAINATE,Single address,wissel_aziende_info_clipper
EBSCO INDUSTRIES. INC.,Alabama(AL)|UNITED STATES,1885|EBSCO INFORMATION SERVICES,https://www.info-clipper.com/en/company/united-states/ebsco-industries-inc.usd20skg.html,5724 HWY 280 EAST,BIRMINGHAM,Headquarter,wissel_aziende_info_clipper
CLYDE UNION LIMITED,UNITED KINGDOM|UNITED KINGDOM,1886|SPXFLOW,https://www.info-clipper.com/en/company/united-kingdom/clyde-union-limited.gbd3mpjzb.html,149 Newlands Road,GLASGOW,,wissel_aziende_info_clipper
FIN 01 SPA,ITALY|ITALY,1887,https://www.info-clipper.com/en/company/italy/fin-01-spa.itd773pjw.html,PIAZZA GALEAZZO ALESSI 1,GENOVA,Headquarter,wissel_aziende_info_clipper
HPD. LLC,Illinois(IL)|UNITED STATES,1888,https://www.info-clipper.com/en/company/united-states/hpd-llc.usd2imy9m.html,23563 W MAIN ST RTE 126,PLAINFIELD,Single address,wissel_aziende_info_clipper
SPX FLOW EUROPE LIMITED,UNITED KINGDOM|UNITED KINGDOM,1889,https://www.info-clipper.com/en/company/united-kingdom/spx-flow-europe-limited.gbd3krfkd.html,Ocean House Towers Business Park Wilmslow Road,MANCHESTER,Headquarter,wissel_aziende_info_clipper
TIM RETAIL SRL,ITALY|ITALY,1890,https://www.info-clipper.com/en/company/italy/tim-retail-srl.itdaf6rlg.html,VIA NIZZA 262/72,TORINO,Headquarter,wissel_aziende_info_clipper
NIPPON STEEL TRADING AMERICAS. INC.,Illinois(IL)|UNITED STATES,1891,https://www.info-clipper.com/en/company/united-states/nippon-steel-trading-americas-inc.usd5pojl.html,200 N MARTINGALE RD STE 801,SCHAUMBURG,Headquarter,wissel_aziende_info_clipper
URBAN OUTFITTERS UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1892|URBAN OUTFITTERS,https://www.info-clipper.com/en/company/united-kingdom/urban-outfitters-uk-limited.gbd3i0fo3.html,1 Finsbury Circus,LONDON,,wissel_aziende_info_clipper
TELECONTACT CENTER SPA,ITALY|ITALY,1893,https://www.info-clipper.com/en/company/italy/telecontact-center-spa.itd5lt951.html,CENTRO DIREZIONALE ISOLA F 7 0SNC,NAPOLI,Headquarter,wissel_aziende_info_clipper
CULTECH INC.,New Jersey(NJ)|UNITED STATES,1894,https://www.info-clipper.com/en/company/united-states/cultech-inc.usdu0f26.html,3500 HADLEY RD,SOUTH PLAINFIELD,Single address,wissel_aziende_info_clipper
PRAXISIFM GROUP LIMITED,UNITED KINGDOM|UNITED KINGDOM,1895,https://www.info-clipper.com/en/company/united-kingdom/praxisifm-group-limited.gbd3lv7ot.html,Sarnia House. Le Truchot St Peter Port,GUERNSEY,Headquarter,wissel_aziende_info_clipper
OLIVETTI SPA SOCIETA' BENEFIT,ITALY|ITALY,1896,https://www.info-clipper.com/en/company/italy/olivetti-spa-societa-benefit.itd738h6h.html,STRADA MONTE NAVALE 2/C,IVREA,Headquarter,wissel_aziende_info_clipper
COMPLEXCARE SOLUTIONS. LLC,New York(NY)|UNITED STATES,1897,https://www.info-clipper.com/en/company/united-states/complexcare-solutions-llc.usdk1ast.html,55 BROAD ST FL 21,NEW YORK,Headquarter,wissel_aziende_info_clipper
AFLEX HOSE LIMITED,UNITED KINGDOM|UNITED KINGDOM,1898,https://www.info-clipper.com/en/company/united-kingdom/aflex-hose-limited.gbd3iypj6.html,Spring Bank Industrial Estate Watson Mill Lane,SOWERBY BRIDGE,Headquarter,wissel_aziende_info_clipper
ZIM ITALIA SRL,ITALY|ITALY,1899,https://www.info-clipper.com/en/company/italy/zim-italia-srl.itdaf2dsk.html,VIA ANGELO SCARSELLINI 119 TORRE B 119,GENOVA,Headquarter,wissel_aziende_info_clipper
ASPENTECH CORPORATION,Massachusetts(MA)|UNITED STATES,1900,https://www.info-clipper.com/en/company/united-states/aspentech-corporation.usdr3iun.html,20 CROSBY DR,BEDFORD,Headquarter,wissel_aziende_info_clipper
LUCOZADE RIBENA SUNTORY LIMITED,UNITED KINGDOM|UNITED KINGDOM,1901,https://www.info-clipper.com/en/company/united-kingdom/lucozade-ribena-suntory-limited.gbd3mp2ic.html,2 Longwalk Road Stockley Park Stockley Park,UXBRIDGE,Headquarter,wissel_aziende_info_clipper
DATASENSING SRL,ITALY|ITALY,1902,https://www.info-clipper.com/en/company/italy/datasensing-srl.itd79dvfq.html,STRADA SANTA CATERINA 235,MODENA,Headquarter,wissel_aziende_info_clipper
CEC EDUCATIONAL SERVICES. LLC,Illinois(IL)|UNITED STATES,1903|CAREER EDUCATION,https://www.info-clipper.com/en/company/united-states/cec-educational-services-llc.usdfx9a4d.html,231 N MARTINGALE RD STE 100,SCHAUMBURG,Single address,wissel_aziende_info_clipper
HANOVER COMMUNICATIONS INTERNATIONAL LIMITED,UNITED KINGDOM|UNITED KINGDOM,1904,https://www.info-clipper.com/en/company/united-kingdom/hanover-communications-international-limited.gbd3wa1d6.html,Verulam Gardens 70 Gray's Inn Road,LONDON,Headquarter,wissel_aziende_info_clipper
RENNER ITALIA SPA,ITALY|ITALY,1905,https://www.info-clipper.com/en/company/italy/renner-italia-spa.itde66mq9.html,VIA RONCHI INFERIORE 34,MINERBIO,Headquarter,wissel_aziende_info_clipper
GODADDY.COM. LLC,Arizona(AZ)|UNITED STATES,1906,https://www.info-clipper.com/en/company/united-states/godaddycom-llc.usdg06ngv.html,2150 E WARNER RD,TEMPE,Headquarter,wissel_aziende_info_clipper
NTL (B) LIMITED,UNITED KINGDOM|UNITED KINGDOM,1907,https://www.info-clipper.com/en/company/united-kingdom/ntl-limited.gbd3tm1v7.html,Caxton Way Watford Business Pk,WATFORD,Headquarter,wissel_aziende_info_clipper
S.I.C.C. SRL,ITALY|ITALY,1908,https://www.info-clipper.com/en/company/italy/sicc-srl.itd739f16.html,VIALE PORTA PO 91,ROVIGO,Single address,wissel_aziende_info_clipper
GODADDY INC.,Arizona(AZ)|UNITED STATES,1909,https://www.info-clipper.com/en/company/united-states/godaddy-inc.usd1bagko.html,2155 E GODADDY WAY,TEMPE,Headquarter,wissel_aziende_info_clipper
SYNAMEDIA LIMITED,UNITED KINGDOM|UNITED KINGDOM,1910,https://www.info-clipper.com/en/company/united-kingdom/synamedia-limited.gbd845jw6.html,1 London Road,STAINES-UPON-THAMES,Headquarter,wissel_aziende_info_clipper
SICCE ITALIA SRL,ITALY|ITALY,1911,https://www.info-clipper.com/en/company/italy/sicce-italia-srl.itd768dbv.html,VIA VITTORIO EMANUELE ORLANDO 115,VICENZA,Headquarter,wissel_aziende_info_clipper
